Randomizer Version: 4.6.1
Random Seed: 187049508651317
Settings String: 322IwgkEgIBAAQABwAEAAKoJBkCKgEAFAAVCQABEAAAAD8AAAAIMgQyAQAICTIHBwAyAAIQElBva2Vtb24gT21lZ2EgUnVieSV6q0zjwziK

--Move Updates--
Made Tackle have 40 power
Made Thunder Wave have 90% accuracy
Made Leech Life have 80 power and 10 PP
Made Swagger have 85% accuracy
Made Sucker Punch have 70 power
Made Dark Void have 50% accuracy
Made Flying Press have 100 power
Made Fell Stinger have 50 power
Made Parabolic Charge have 65 power
Made Water Shuriken a Special move
Made Mystical Fire have 75 power

--Pokemon Base Stats & Types--
NUM|NAME            |TYPE             |  HP| ATK| DEF|SATK|SDEF| SPD|ABILITY1      |ABILITY2      |ABILITY3      |ITEM
174 Igglybuff        |TM01 Stealth Rock |TM02 Conversion |              - |           - |             - |TM06 Disable |TM07 Defense Curl |TM08 Air Cutter |                - |                    - |TM11 Wring Out |               - |                - |             - |               - |TM16 Teleport |TM17 Phantom Force |              - |               - |TM20 Thousand Arrows |TM21 Confide |TM22 Gunk Shot |        - |TM24 Leaf Blade |TM25 Swagger |TM26 Smokescreen |               - |               - |TM29 Dizzy Punch |               - |TM31 Dragon Pulse |              - |TM33 Light of Ruin |TM34 Lovely Kiss |TM35 Triple Kick |               - |                - |               - |TM39 False Swipe |              - |                  - |              - |                - |TM44 Crush Grip |         - |                - |          - |              - |                - |TM50 Bestow |TM51 Guillotine |TM52 Spike Cannon |TM53 Heal Block |              - |TM55 Happy Hour |         - |              - |TM58 Chip Away |             - |               - |TM61 Icy Wind |                  - |TM63 Trick |TM64 Natural Gift |             - |TM66 Aromatherapy |TM67 Sweet Kiss |TM68 Slash |TM69 Incinerate |                - |TM71 Headbutt |               - |             - |TM74 Hidden Power |TM75 Wrap |          - |TM77 Misty Terrain |           - |              - |TM80 Endure |                - |                - |           - |TM84 Hypnosis |         - |                - |TM87 Tri Attack |TM88 Megahorn |TM89 Tail Slap |            - |TM91 Parting Shot |TM92 Memento |TM93 Hyper Beam |         - |           - |           - |TM97 Chatter |                - |              - |TM100 Comet Punch |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Waterfall |
175 Togepi           |                - |TM02 Conversion |              - |TM04 Refresh |TM05 Fire Fang |TM06 Disable |                - |TM08 Air Cutter |                - |TM10 Electric Terrain |             - |TM12 Petal Dance |                - |TM14 Vice Grip |               - |TM16 Teleport |                 - |              - |               - |                   - |TM21 Confide |             - |        - |TM24 Leaf Blade |TM25 Swagger |               - |               - |               - |TM29 Dizzy Punch |               - |                - |TM32 Autotomize |TM33 Light of Ruin |TM34 Lovely Kiss |               - |TM36 Double Kick |TM37 Grass Pledge |               - |TM39 False Swipe |              - |                  - |TM42 Psycho Cut |TM43 Thunder Wave |              - |         - |TM46 Bullet Punch |          - |TM48 Sonic Boom |                - |TM50 Bestow |TM51 Guillotine |                - |              - |              - |TM55 Happy Hour |         - |              - |TM58 Chip Away |TM59 Nightmare |               - |            - |                  - |         - |TM64 Natural Gift |             - |                - |TM67 Sweet Kiss |TM68 Slash |TM69 Incinerate |                - |            - |TM72 Bullet Seed |             - |                - |TM75 Wrap |          - |TM77 Misty Terrain |TM78 Revenge |TM79 Fire Blast |          - |                - |                - |TM83 Scratch |            - |TM85 Quash |TM86 Cosmic Power |              - |            - |             - |            - |TM91 Parting Shot |           - |TM93 Hyper Beam |TM94 Fling |TM95 Pursuit |TM96 Payback |           - |                - |              - |               - |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Waterfall |
176 Togetic          |TM01 Stealth Rock |TM02 Conversion |              - |TM04 Refresh |             - |TM06 Disable |                - |TM08 Air Cutter |TM09 Seismic Toss |                    - |             - |               - |                - |             - |               - |TM16 Teleport |                 - |TM18 Zap Cannon |TM19 Volt Switch |                   - |           - |             - |        - |              - |           - |TM26 Smokescreen |               - |               - |               - |               - |                - |              - |TM33 Light of Ruin |               - |               - |               - |                - |               - |TM39 False Swipe |TM40 Nasty Plot |                  - |              - |TM43 Thunder Wave |TM44 Crush Grip |         - |                - |          - |TM48 Sonic Boom |                - |TM50 Bestow |TM51 Guillotine |TM52 Spike Cannon |TM53 Heal Block |              - |TM55 Happy Hour |TM56 Spark |              - |TM58 Chip Away |             - |               - |            - |                  - |         - |TM64 Natural Gift |             - |TM66 Aromatherapy |TM67 Sweet Kiss |         - |              - |                - |TM71 Headbutt |TM72 Bullet Seed |             - |                - |        - |          - |TM77 Misty Terrain |           - |              - |          - |                - |                - |TM83 Scratch |            - |         - |TM86 Cosmic Power |TM87 Tri Attack |            - |             - |            - |TM91 Parting Shot |           - |TM93 Hyper Beam |         - |           - |           - |TM97 Chatter |                - |TM99 Mach Punch |TM100 Comet Punch |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Waterfall |
177 Natu             |                - |TM02 Conversion |TM03 Poison Gas |           - |             - |           - |                - |TM08 Air Cutter |                - |TM10 Electric Terrain |TM11 Wring Out |TM12 Petal Dance |TM13 Shadow Sneak |TM14 Vice Grip |TM15 Miracle Eye |TM16 Teleport |TM17 Phantom Force |              - |               - |TM20 Thousand Arrows |           - |TM22 Gunk Shot |        - |              - |TM25 Swagger |               - |TM27 Flame Wheel |               - |               - |TM30 Confuse Ray |TM31 Dragon Pulse |              - |                 - |TM34 Lovely Kiss |               - |               - |                - |               - |               - |TM40 Nasty Plot |                  - |TM42 Psycho Cut |                - |              - |         - |TM46 Bullet Punch |TM47 Crunch |TM48 Sonic Boom |TM49 Quiver Dance |          - |TM51 Guillotine |                - |TM53 Heal Block |              - |TM55 Happy Hour |         - |              - |TM58 Chip Away |             - |TM60 Water Pulse |TM61 Icy Wind |                  - |         - |TM64 Natural Gift |             - |                - |              - |         - |TM69 Incinerate |                - |            - |TM72 Bullet Seed |             - |                - |TM75 Wrap |          - |                 - |TM78 Revenge |              - |TM80 Endure |                - |TM82 Psycho Shift |           - |TM84 Hypnosis |TM85 Quash |TM86 Cosmic Power |              - |TM88 Megahorn |             - |            - |                - |           - |TM93 Hyper Beam |         - |TM95 Pursuit |           - |TM97 Chatter |                - |              - |               - |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Waterfall |
178 Xatu             |                - |              - |              - |           - |TM05 Fire Fang |           - |TM07 Defense Curl |TM08 Air Cutter |                - |                    - |             - |TM12 Petal Dance |                - |TM14 Vice Grip |TM15 Miracle Eye |TM16 Teleport |                 - |              - |               - |                   - |           - |             - |        - |              - |TM25 Swagger |               - |               - |               - |TM29 Dizzy Punch |TM30 Confuse Ray |                - |              - |                 - |TM34 Lovely Kiss |               - |               - |                - |               - |               - |              - |                  - |              - |                - |              - |         - |                - |TM47 Crunch |TM48 Sonic Boom |                - |          - |TM51 Guillotine |                - |TM53 Heal Block |              - |              - |         - |              - |TM58 Chip Away |             - |               - |            - |TM62 Forest’s Curse |TM63 Trick |                - |             - |                - |              - |         - |              - |TM70 Spacial Rend |TM71 Headbutt |               - |             - |                - |        - |          - |TM77 Misty Terrain |           - |              - |          - |                - |TM82 Psycho Shift |           - |TM84 Hypnosis |TM85 Quash |TM86 Cosmic Power |TM87 Tri Attack |            - |             - |TM90 Psych Up |                - |           - |TM93 Hyper Beam |         - |           - |           - |TM97 Chatter |                - |              - |TM100 Comet Punch |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Waterfall |
179 Mareep           |                - |TM02 Conversion |              - |TM04 Refresh |TM05 Fire Fang |TM06 Disable |                - |TM08 Air Cutter |                - |TM10 Electric Terrain |TM11 Wring Out |               - |                - |             - |               - |TM16 Teleport |                 - |TM18 Zap Cannon |TM19 Volt Switch |                   - |           - |TM22 Gunk Shot |TM23 Bite |              - |TM25 Swagger |               - |TM27 Flame Wheel |               - |               - |TM30 Confuse Ray |                - |              - |TM33 Light of Ruin |               - |TM35 Triple Kick |TM36 Double Kick |                - |               - |               - |              - |                  - |              - |TM43 Thunder Wave |TM44 Crush Grip |         - |                - |TM47 Crunch |              - |                - |TM50 Bestow |              - |TM52 Spike Cannon |              - |              - |              - |TM56 Spark |              - |             - |             - |TM60 Water Pulse |            - |TM62 Forest’s Curse |TM63 Trick |TM64 Natural Gift |TM65 Low Sweep |                - |TM67 Sweet Kiss |TM68 Slash |TM69 Incinerate |                - |TM71 Headbutt |               - |             - |                - |TM75 Wrap |TM76 Bubble |                 - |           - |              - |TM80 Endure |                - |                - |           - |            - |TM85 Quash |                - |              - |TM88 Megahorn |             - |            - |                - |           - |              - |TM94 Fling |           - |           - |TM97 Chatter |TM98 Roar of Time |              - |TM100 Comet Punch |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Waterfall |
180 Flaaffy          |                - |TM02 Conversion |              - |           - |TM05 Fire Fang |           - |                - |TM08 Air Cutter |                - |                    - |TM11 Wring Out |               - |TM13 Shadow Sneak |             - |               - |            - |TM17 Phantom Force |TM18 Zap Cannon |TM19 Volt Switch |                   - |TM21 Confide |TM22 Gunk Shot |        - |              - |           - |               - |               - |               - |TM29 Dizzy Punch |TM30 Confuse Ray |                - |TM32 Autotomize |                 - |               - |TM35 Triple Kick |               - |                - |               - |               - |              - |                  - |              - |TM43 Thunder Wave |              - |         - |                - |          - |TM48 Sonic Boom |                - |TM50 Bestow |              - |                - |              - |              - |              - |TM56 Spark |TM57 Shift Gear |             - |             - |               - |TM61 Icy Wind |                  - |         - |                - |             - |TM66 Aromatherapy |TM67 Sweet Kiss |         - |              - |                - |TM71 Headbutt |               - |             - |TM74 Hidden Power |        - |TM76 Bubble |TM77 Misty Terrain |           - |              - |TM80 Endure |                - |                - |           - |TM84 Hypnosis |         - |TM86 Cosmic Power |              - |            - |TM89 Tail Slap |            - |                - |TM92 Memento |              - |         - |           - |           - |           - |                - |              - |               - |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Waterfall |
181 Ampharos         |                - |TM02 Conversion |TM03 Poison Gas |TM04 Refresh |             - |TM06 Disable |TM07 Defense Curl |              - |                - |TM10 Electric Terrain |TM11 Wring Out |               - |TM13 Shadow Sneak |             - |TM15 Miracle Eye |            - |                 - |TM18 Zap Cannon |TM19 Volt Switch |                   - |           - |             - |TM23 Bite |              - |           - |TM26 Smokescreen |               - |TM28 Brick Break |               - |TM30 Confuse Ray |TM31 Dragon Pulse |              - |                 - |               - |               - |TM36 Double Kick |                - |               - |TM39 False Swipe |              - |                  - |              - |TM43 Thunder Wave |              - |TM45 Thief |                - |          - |              - |                - |          - |              - |TM52 Spike Cannon |              - |              - |TM55 Happy Hour |TM56 Spark |TM57 Shift Gear |             - |TM59 Nightmare |TM60 Water Pulse |            - |                  - |         - |                - |             - |                - |TM67 Sweet Kiss |TM68 Slash |              - |                - |TM71 Headbutt |               - |             - |TM74 Hidden Power |        - |          - |                 - |           - |              - |TM80 Endure |                - |                - |           - |            - |         - |                - |              - |            - |TM89 Tail Slap |            - |                - |TM92 Memento |              - |TM94 Fling |           - |           - |           - |TM98 Roar of Time |              - |               - |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Waterfall |
182 Bellossom        |                - |TM02 Conversion |TM03 Poison Gas |           - |TM05 Fire Fang |           - |TM07 Defense Curl |              - |                - |                    - |             - |TM12 Petal Dance |                - |             - |               - |TM16 Teleport |TM17 Phantom Force |              - |               - |TM20 Thousand Arrows |TM21 Confide |             - |        - |TM24 Leaf Blade |           - |               - |TM27 Flame Wheel |TM28 Brick Break |TM29 Dizzy Punch |               - |                - |TM32 Autotomize |                 - |               - |TM35 Triple Kick |               - |TM37 Grass Pledge |               - |TM39 False Swipe |              - |                  - |              - |TM43 Thunder Wave |              - |         - |                - |          - |              - |TM49 Quiver Dance |          - |TM51 Guillotine |                - |TM53 Heal Block |TM54 Needle Arm |              - |         - |              - |TM58 Chip Away |TM59 Nightmare |TM60 Water Pulse |            - |                  - |         - |TM64 Natural Gift |TM65 Low Sweep |TM66 Aromatherapy |              - |TM68 Slash |              - |                - |TM71 Headbutt |TM72 Bullet Seed |             - |                - |TM75 Wrap |          - |                 - |           - |              - |TM80 Endure |                - |TM82 Psycho Shift |           - |            - |TM85 Quash |                - |TM87 Tri Attack |TM88 Megahorn |TM89 Tail Slap |TM90 Psych Up |                - |           - |TM93 Hyper Beam |         - |TM95 Pursuit |           - |           - |                - |TM99 Mach Punch |TM100 Comet Punch |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Waterfall |
183 Marill           |                - |              - |              - |           - |             - |           - |TM07 Defense Curl |              - |TM09 Seismic Toss |                    - |TM11 Wring Out |               - |TM13 Shadow Sneak |TM14 Vice Grip |TM15 Miracle Eye |            - |                 - |              - |               - |TM20 Thousand Arrows |TM21 Confide |             - |        - |              - |TM25 Swagger |TM26 Smokescreen |               - |TM28 Brick Break |               - |TM30 Confuse Ray |                - |              - |TM33 Light of Ruin |TM34 Lovely Kiss |               - |               - |TM37 Grass Pledge |               - |TM39 False Swipe |TM40 Nasty Plot |TM41 High Jump Kick |TM42 Psycho Cut |                - |              - |         - |                - |TM47 Crunch |TM48 Sonic Boom |                - |          - |TM51 Guillotine |                - |              - |TM54 Needle Arm |              - |TM56 Spark |              - |TM58 Chip Away |             - |TM60 Water Pulse |            - |                  - |         - |TM64 Natural Gift |TM65 Low Sweep |                - |              - |         - |TM69 Incinerate |TM70 Spacial Rend |            - |               - |TM73 Octazooka |                - |        - |TM76 Bubble |TM77 Misty Terrain |           - |              - |          - |                - |TM82 Psycho Shift |TM83 Scratch |            - |         - |                - |              - |TM88 Megahorn |             - |            - |                - |TM92 Memento |              - |TM94 Fling |           - |           - |           - |TM98 Roar of Time |              - |               - |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Waterfall |
184 Azumarill        |TM01 Stealth Rock |TM02 Conversion |              - |           - |             - |           - |TM07 Defense Curl |              - |                - |                    - |             - |               - |                - |             - |               - |TM16 Teleport |TM17 Phantom Force |TM18 Zap Cannon |               - |TM20 Thousand Arrows |TM21 Confide |             - |TM23 Bite |              - |           - |TM26 Smokescreen |               - |               - |TM29 Dizzy Punch |               - |TM31 Dragon Pulse |              - |TM33 Light of Ruin |               - |               - |TM36 Double Kick |                - |               - |TM39 False Swipe |              - |                  - |              - |                - |              - |         - |                - |          - |TM48 Sonic Boom |                - |          - |TM51 Guillotine |                - |              - |TM54 Needle Arm |TM55 Happy Hour |         - |              - |TM58 Chip Away |             - |TM60 Water Pulse |            - |                  - |         - |                - |             - |                - |TM67 Sweet Kiss |         - |              - |                - |            - |               - |TM73 Octazooka |                - |        - |TM76 Bubble |TM77 Misty Terrain |TM78 Revenge |TM79 Fire Blast |          - |TM81 Land’s Wrath |                - |           - |            - |         - |TM86 Cosmic Power |TM87 Tri Attack |            - |             - |TM90 Psych Up |                - |           - |              - |         - |           - |           - |           - |                - |              - |TM100 Comet Punch |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Waterfall |
185 Sudowoodo        |TM01 Stealth Rock |TM02 Conversion |              - |TM04 Refresh |             - |TM06 Disable |TM07 Defense Curl |              - |                - |                    - |             - |               - |                - |             - |TM15 Miracle Eye |            - |                 - |TM18 Zap Cannon |               - |                   - |           - |             - |        - |TM24 Leaf Blade |TM25 Swagger |TM26 Smokescreen |TM27 Flame Wheel |               - |TM29 Dizzy Punch |               - |                - |              - |                 - |TM34 Lovely Kiss |TM35 Triple Kick |               - |                - |               - |               - |              - |                  - |              - |                - |TM44 Crush Grip |         - |TM46 Bullet Punch |          - |TM48 Sonic Boom |TM49 Quiver Dance |TM50 Bestow |TM51 Guillotine |TM52 Spike Cannon |              - |              - |              - |         - |              - |TM58 Chip Away |TM59 Nightmare |               - |            - |                  - |         - |                - |TM65 Low Sweep |                - |              - |TM68 Slash |              - |                - |            - |TM72 Bullet Seed |             - |TM74 Hidden Power |        - |          - |                 - |TM78 Revenge |              - |TM80 Endure |                - |                - |           - |            - |         - |                - |              - |TM88 Megahorn |TM89 Tail Slap |            - |                - |TM92 Memento |TM93 Hyper Beam |         - |TM95 Pursuit |TM96 Payback |           - |                - |              - |TM100 Comet Punch |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Waterfall |
186 Politoed         |                - |TM02 Conversion |              - |           - |             - |TM06 Disable |TM07 Defense Curl |TM08 Air Cutter |                - |                    - |TM11 Wring Out |               - |                - |TM14 Vice Grip |               - |            - |                 - |TM18 Zap Cannon |TM19 Volt Switch |TM20 Thousand Arrows |TM21 Confide |             - |        - |              - |TM25 Swagger |               - |               - |               - |TM29 Dizzy Punch |               - |                - |              - |                 - |               - |               - |               - |TM37 Grass Pledge |               - |               - |              - |TM41 High Jump Kick |              - |                - |TM44 Crush Grip |         - |                - |          - |              - |                - |          - |TM51 Guillotine |                - |TM53 Heal Block |              - |TM55 Happy Hour |TM56 Spark |TM57 Shift Gear |             - |TM59 Nightmare |TM60 Water Pulse |            - |                  - |         - |TM64 Natural Gift |             - |TM66 Aromatherapy |TM67 Sweet Kiss |TM68 Slash |              - |TM70 Spacial Rend |            - |TM72 Bullet Seed |TM73 Octazooka |TM74 Hidden Power |        - |          - |                 - |           - |              - |          - |                - |TM82 Psycho Shift |           - |TM84 Hypnosis |         - |                - |TM87 Tri Attack |            - |TM89 Tail Slap |TM90 Psych Up |                - |           - |              - |         - |           - |           - |           - |TM98 Roar of Time |              - |TM100 Comet Punch |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Waterfall |
187 Hoppip           |TM01 Stealth Rock |TM02 Conversion |              - |TM04 Refresh |             - |           - |TM07 Defense Curl |TM08 Air Cutter |                - |TM10 Electric Terrain |TM11 Wring Out |TM12 Petal Dance |TM13 Shadow Sneak |TM14 Vice Grip |               - |            - |                 - |              - |TM19 Volt Switch |                   - |TM21 Confide |             - |        - |TM24 Leaf Blade |           - |TM26 Smokescreen |               - |TM28 Brick Break |TM29 Dizzy Punch |               - |TM31 Dragon Pulse |              - |                 - |TM34 Lovely Kiss |               - |               - |TM37 Grass Pledge |               - |TM39 False Swipe |              - |                  - |              - |TM43 Thunder Wave |              - |TM45 Thief |TM46 Bullet Punch |          - |TM48 Sonic Boom |                - |TM50 Bestow |              - |TM52 Spike Cannon |              - |TM54 Needle Arm |TM55 Happy Hour |TM56 Spark |TM57 Shift Gear |             - |             - |               - |            - |TM62 Forest’s Curse |TM63 Trick |                - |             - |TM66 Aromatherapy |              - |         - |              - |TM70 Spacial Rend |TM71 Headbutt |TM72 Bullet Seed |             - |                - |        - |          - |                 - |TM78 Revenge |TM79 Fire Blast |          - |                - |                - |TM83 Scratch |            - |         - |                - |              - |            - |TM89 Tail Slap |TM90 Psych Up |                - |TM92 Memento |TM93 Hyper Beam |         - |           - |           - |TM97 Chatter |                - |              - |TM100 Comet Punch |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Waterfall |
188 Skiploom         |TM01 Stealth Rock |TM02 Conversion |TM03 Poison Gas |TM04 Refresh |TM05 Fire Fang |           - |                - |TM08 Air Cutter |                - |                    - |TM11 Wring Out |TM12 Petal Dance |                - |             - |               - |            - |TM17 Phantom Force |              - |               - |TM20 Thousand Arrows |TM21 Confide |TM22 Gunk Shot |        - |TM24 Leaf Blade |           - |TM26 Smokescreen |TM27 Flame Wheel |TM28 Brick Break |TM29 Dizzy Punch |               - |                - |              - |TM33 Light of Ruin |               - |               - |               - |TM37 Grass Pledge |               - |               - |              - |                  - |TM42 Psycho Cut |TM43 Thunder Wave |TM44 Crush Grip |TM45 Thief |                - |TM47 Crunch |TM48 Sonic Boom |                - |TM50 Bestow |              - |TM52 Spike Cannon |              - |TM54 Needle Arm |              - |         - |              - |             - |             - |               - |TM61 Icy Wind |TM62 Forest’s Curse |         - |                - |             - |TM66 Aromatherapy |              - |TM68 Slash |              - |                - |TM71 Headbutt |TM72 Bullet Seed |             - |                - |TM75 Wrap |TM76 Bubble |                 - |           - |              - |          - |                - |                - |TM83 Scratch |TM84 Hypnosis |         - |                - |TM87 Tri Attack |            - |             - |            - |TM91 Parting Shot |TM92 Memento |TM93 Hyper Beam |         - |           - |           - |TM97 Chatter |                - |              - |               - |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Waterfall |
189 Jumpluff         |                - |              - |TM03 Poison Gas |           - |             - |TM06 Disable |TM07 Defense Curl |TM08 Air Cutter |TM09 Seismic Toss |TM10 Electric Terrain |TM11 Wring Out |               - |                - |             - |TM15 Miracle Eye |            - |                 - |              - |               - |                   - |TM21 Confide |             - |        - |TM24 Leaf Blade |           - |               - |               - |               - |TM29 Dizzy Punch |               - |TM31 Dragon Pulse |TM32 Autotomize |                 - |               - |TM35 Triple Kick |               - |TM37 Grass Pledge |TM38 Pin Missile |TM39 False Swipe |              - |                  - |TM42 Psycho Cut |                - |              - |         - |                - |          - |TM48 Sonic Boom |                - |TM50 Bestow |TM51 Guillotine |                - |              - |TM54 Needle Arm |              - |TM56 Spark |              - |             - |             - |               - |TM61 Icy Wind |TM62 Forest’s Curse |         - |TM64 Natural Gift |             - |TM66 Aromatherapy |              - |TM68 Slash |              - |                - |TM71 Headbutt |TM72 Bullet Seed |TM73 Octazooka |                - |        - |          - |                 - |           - |              - |TM80 Endure |                - |TM82 Psycho Shift |TM83 Scratch |            - |TM85 Quash |                - |TM87 Tri Attack |TM88 Megahorn |             - |TM90 Psych Up |                - |TM92 Memento |              - |         - |TM95 Pursuit |TM96 Payback |TM97 Chatter |                - |              - |               - |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Waterfall |
190 Aipom            |                - |TM02 Conversion |              - |TM04 Refresh |             - |TM06 Disable |TM07 Defense Curl |              - |                - |                    - |             - |TM12 Petal Dance |                - |TM14 Vice Grip |               - |            - |                 - |              - |               - |                   - |TM21 Confide |             - |TM23 Bite |              - |TM25 Swagger |TM26 Smokescreen |               - |               - |TM29 Dizzy Punch |               - |                - |              - |                 - |TM34 Lovely Kiss |TM35 Triple Kick |               - |                - |               - |TM39 False Swipe |TM40 Nasty Plot |                  - |TM42 Psycho Cut |TM43 Thunder Wave |TM44 Crush Grip |         - |                - |          - |TM48 Sonic Boom |TM49 Quiver Dance |TM50 Bestow |TM51 Guillotine |TM52 Spike Cannon |              - |              - |TM55 Happy Hour |         - |TM57 Shift Gear |TM58 Chip Away |             - |               - |            - |TM62 Forest’s Curse |         - |TM64 Natural Gift |             - |                - |              - |TM68 Slash |TM69 Incinerate |                - |TM71 Headbutt |               - |TM73 Octazooka |TM74 Hidden Power |TM75 Wrap |          - |TM77 Misty Terrain |           - |TM79 Fire Blast |TM80 Endure |                - |TM82 Psycho Shift |TM83 Scratch |            - |         - |                - |TM87 Tri Attack |            - |TM89 Tail Slap |TM90 Psych Up |                - |           - |TM93 Hyper Beam |TM94 Fling |           - |           - |           - |                - |              - |TM100 Comet Punch |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Waterfall |
191 Sunkern          |                - |              - |              - |           - |             - |TM06 Disable |TM07 Defense Curl |              - |                - |                    - |             - |TM12 Petal Dance |                - |TM14 Vice Grip |               - |            - |TM17 Phantom Force |TM18 Zap Cannon |               - |                   - |TM21 Confide |             - |        - |TM24 Leaf Blade |TM25 Swagger |               - |               - |               - |TM29 Dizzy Punch |               - |                - |TM32 Autotomize |                 - |               - |               - |TM36 Double Kick |TM37 Grass Pledge |               - |               - |              - |                  - |              - |                - |              - |         - |                - |TM47 Crunch |              - |                - |TM50 Bestow |TM51 Guillotine |                - |              - |TM54 Needle Arm |TM55 Happy Hour |         - |              - |             - |TM59 Nightmare |               - |            - |TM62 Forest’s Curse |         - |TM64 Natural Gift |TM65 Low Sweep |TM66 Aromatherapy |              - |         - |              - |                - |            - |               - |             - |                - |        - |          - |                 - |           - |              - |TM80 Endure |TM81 Land’s Wrath |                - |TM83 Scratch |            - |         - |                - |TM87 Tri Attack |TM88 Megahorn |             - |            - |                - |           - |              - |         - |           - |           - |           - |                - |              - |TM100 Comet Punch |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Waterfall |
192 Sunflora         |                - |TM02 Conversion |              - |TM04 Refresh |             - |           - |                - |              - |TM09 Seismic Toss |TM10 Electric Terrain |             - |TM12 Petal Dance |                - |             - |TM15 Miracle Eye |            - |                 - |              - |               - |                   - |           - |             - |TM23 Bite |TM24 Leaf Blade |           - |TM26 Smokescreen |               - |TM28 Brick Break |               - |TM30 Confuse Ray |                - |              - |                 - |TM34 Lovely Kiss |               - |               - |TM37 Grass Pledge |               - |               - |              - |                  - |              - |TM43 Thunder Wave |TM44 Crush Grip |         - |                - |TM47 Crunch |TM48 Sonic Boom |TM49 Quiver Dance |          - |              - |TM52 Spike Cannon |              - |TM54 Needle Arm |              - |         - |              - |             - |             - |               - |            - |TM62 Forest’s Curse |         - |TM64 Natural Gift |             - |                - |              - |TM68 Slash |TM69 Incinerate |TM70 Spacial Rend |TM71 Headbutt |TM72 Bullet Seed |             - |                - |TM75 Wrap |          - |                 - |           - |              - |TM80 Endure |                - |                - |           - |            - |         - |TM86 Cosmic Power |TM87 Tri Attack |            - |TM89 Tail Slap |TM90 Psych Up |TM91 Parting Shot |           - |              - |         - |TM95 Pursuit |           - |TM97 Chatter |                - |              - |               - |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Waterfall |
193 Yanma            |                - |TM02 Conversion |              - |           - |             - |TM06 Disable |                - |TM08 Air Cutter |                - |                    - |TM11 Wring Out |               - |                - |             - |TM15 Miracle Eye |            - |                 - |TM18 Zap Cannon |TM19 Volt Switch |                   - |           - |TM22 Gunk Shot |        - |TM24 Leaf Blade |TM25 Swagger |TM26 Smokescreen |TM27 Flame Wheel |               - |               - |               - |                - |TM32 Autotomize |                 - |TM34 Lovely Kiss |               - |               - |                - |TM38 Pin Missile |TM39 False Swipe |              - |TM41 High Jump Kick |              - |                - |TM44 Crush Grip |         - |                - |TM47 Crunch |TM48 Sonic Boom |TM49 Quiver Dance |          - |              - |                - |TM53 Heal Block |              - |TM55 Happy Hour |         - |              - |TM58 Chip Away |             - |TM60 Water Pulse |            - |                  - |         - |TM64 Natural Gift |TM65 Low Sweep |TM66 Aromatherapy |              - |TM68 Slash |              - |TM70 Spacial Rend |            - |TM72 Bullet Seed |             - |                - |        - |          - |TM77 Misty Terrain |           - |              - |          - |TM81 Land’s Wrath |TM82 Psycho Shift |TM83 Scratch |TM84 Hypnosis |         - |                - |TM87 Tri Attack |TM88 Megahorn |             - |TM90 Psych Up |                - |           - |              - |         - |TM95 Pursuit |TM96 Payback |TM97 Chatter |TM98 Roar of Time |              - |TM100 Comet Punch |HM01 Cut |HM02 Fly |HM03 Surf |HM04 Strength |HM05 Waterfall |
