Randomizer Version: 4.6.1
Random Seed: 154733336414037
Settings String: 322IwgkEQIBAAQABwAEAAKoJBkCKgEAFAAVCQABAAAAAAMAAAAIMgQyAQAICTIHBwAyAAIQElBva2Vtb24gT21lZ2EgUnVieW+FdYfjwziK

--Move Updates--
Made RAZOR WIND have 100% accuracy
Made SWORDS DANCE have 20 PP
Made FLY have 90 power
Made BIND have 85% accuracy
Made VINE WHIP have 45 power and 25 PP
Made JUMP KICK have 100 power and 10 PP
Made TACKLE have 40 power and 100% accuracy
Made WRAP have 90% accuracy
Made THRASH have 120 power and 10 PP
Made PIN MISSILE have 25 power and 95% accuracy
Made DISABLE have 100% accuracy
Made FLAMETHROWER have 90 power
Made HYDRO PUMP have 110 power
Made SURF have 90 power
Made ICE BEAM have 90 power
Made BLIZZARD have 110 power
Made SUBMISSION have 20 PP
Made LOW KICK have 100% accuracy
Made ABSORB have 25 PP
Made MEGA DRAIN have 15 PP
Made GROWTH have 20 PP
Made PETAL DANCE have 120 power and 10 PP
Made FIRE SPIN have 35 power and 85% accuracy
Made THUNDERBOLT have 90 power
Made THUNDER WAVE have 90% accuracy
Made THUNDER have 110 power
Made DIG have 80 power
Made TOXIC have 90% accuracy
Made RECOVER have 10 PP
Made MINIMIZE have 10 PP
Made BARRIER have 20 PP
Made LICK have 30 power
Made SMOG have 30 power
Made FIRE BLAST have 110 power
Made CLAMP have 15 PP and 85% accuracy
Made SKULL BASH have 130 power and 10 PP
Made HI JUMP KICK have 130 power and 10 PP
Made GLARE have 100% accuracy
Made POISON GAS have 90% accuracy
Made LEECH LIFE have 80 power and 10 PP
Made BUBBLE have 40 power
Made FLASH have 100% accuracy
Made PSYWAVE have 100% accuracy
Made ACID ARMOR have 20 PP
Made CRABHAMMER have 100 power and 90% accuracy
Made THIEF have 60 power and 25 PP
Made SNORE have 50 power
Made CURSE be GHOST-type
Made COTTON SPORE have 100% accuracy
Made SCARY FACE have 100% accuracy
Made ZAP CANNON have 120 power
Made BONE RUSH have 90% accuracy
Made OUTRAGE have 120 power and 10 PP
Made GIGA DRAIN have 75 power and 10 PP
Made SWAGGER have 85% accuracy
Made FURY CUTTER have 40 power
Made FUTURE SIGHT have 120 power, 10 PP and 100% accuracy
Made ROCK SMASH have 40 power
Made WHIRLPOOL have 35 power and 85% accuracy

--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF|SATK|SDEF| SPD|ITEM
 51 DUGTRIO       |           - |           - |            - |TM04 PSYWAVE |              - |               - |                - |              - |TM09 RECOVER |           - |               - |         - |             - |TM14 HIDDEN POWER |TM15 PERISH SONG |TM16 RETURN |         - |              - |           - |TM20 WATER GUN |TM21 SWEET KISS |              - |          - |          - |        - |                - |TM27 COMET PUNCH |TM28 GROWL |               - |TM30 SCRATCH |TM31 MAGNITUDE |          - |              - |              - |TM35 FIRE SPIN |TM36 THUNDERBOLT |             - |               - |           - |TM40 ENCORE |            - |TM42 HORN DRILL |               - |TM44 RAGE |TM45 FORESIGHT |               - |         - |TM48 POISON STING |TM49 DRILL PECK |           - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
 52 MEOWTH        |           - |           - |            - |           - |TM05 GIGA DRAIN |               - |TM07 THUNDERPUNCH |TM08 HYDRO PUMP |TM09 RECOVER |           - |TM11 VITAL THROW |TM12 STOMP |             - |TM14 HIDDEN POWER |TM15 PERISH SONG |TM16 RETURN |         - |TM18 PAIN SPLIT |           - |TM20 WATER GUN |TM21 SWEET KISS |TM22 RAZOR WIND |          - |          - |TM25 SING |                - |TM27 COMET PUNCH |TM28 GROWL |               - |TM30 SCRATCH |             - |TM32 HARDEN |TM33 DOUBLESLAP |TM34 CROSS CHOP |             - |               - |             - |               - |           - |TM40 ENCORE |            - |TM42 HORN DRILL |TM43 LOVELY KISS |TM44 RAGE |TM45 FORESIGHT |               - |TM47 SWIFT |                - |              - |TM50 COUNTER |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
 53 PERSIAN       |           - |           - |            - |           - |TM05 GIGA DRAIN |TM06 FLAME WHEEL |TM07 THUNDERPUNCH |              - |TM09 RECOVER |           - |               - |TM12 STOMP |             - |TM14 HIDDEN POWER |TM15 PERISH SONG |TM16 RETURN |         - |              - |           - |             - |TM21 SWEET KISS |TM22 RAZOR WIND |          - |          - |TM25 SING |TM26 ANCIENTPOWER |TM27 COMET PUNCH |TM28 GROWL |               - |TM30 SCRATCH |             - |TM32 HARDEN |TM33 DOUBLESLAP |              - |             - |               - |             - |               - |TM39 PURSUIT |          - |            - |TM42 HORN DRILL |TM43 LOVELY KISS |TM44 RAGE |TM45 FORESIGHT |               - |TM47 SWIFT |TM48 POISON STING |              - |           - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
 54 PSYDUCK       |           - |           - |            - |           - |              - |               - |                - |TM08 HYDRO PUMP |           - |           - |               - |TM12 STOMP |TM13 OCTAZOOKA |TM14 HIDDEN POWER |TM15 PERISH SONG |TM16 RETURN |         - |TM18 PAIN SPLIT |           - |             - |              - |              - |TM23 ABSORB |TM24 CRUNCH |TM25 SING |TM26 ANCIENTPOWER |TM27 COMET PUNCH |TM28 GROWL |               - |TM30 SCRATCH |             - |TM32 HARDEN |TM33 DOUBLESLAP |TM34 CROSS CHOP |             - |TM36 THUNDERBOLT |TM37 VINE WHIP |TM38 STRING SHOT |TM39 PURSUIT |TM40 ENCORE |TM41 WITHDRAW |              - |               - |        - |             - |TM46 AURORA BEAM |         - |                - |              - |           - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
 55 GOLDUCK       |           - |           - |            - |           - |TM05 GIGA DRAIN |               - |                - |TM08 HYDRO PUMP |           - |           - |TM11 VITAL THROW |         - |TM13 OCTAZOOKA |                - |TM15 PERISH SONG |          - |         - |              - |           - |             - |              - |              - |          - |          - |        - |TM26 ANCIENTPOWER |TM27 COMET PUNCH |         - |               - |TM30 SCRATCH |             - |          - |              - |TM34 CROSS CHOP |             - |TM36 THUNDERBOLT |             - |               - |TM39 PURSUIT |TM40 ENCORE |TM41 WITHDRAW |TM42 HORN DRILL |               - |TM44 RAGE |             - |               - |         - |                - |TM49 DRILL PECK |           - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
 56 MANKEY        |           - |TM02 BEAT UP |TM03 LOW KICK |           - |TM05 GIGA DRAIN |TM06 FLAME WHEEL |TM07 THUNDERPUNCH |TM08 HYDRO PUMP |TM09 RECOVER |TM10 REFLECT |TM11 VITAL THROW |         - |TM13 OCTAZOOKA |TM14 HIDDEN POWER |TM15 PERISH SONG |TM16 RETURN |         - |              - |           - |TM20 WATER GUN |TM21 SWEET KISS |TM22 RAZOR WIND |          - |TM24 CRUNCH |TM25 SING |TM26 ANCIENTPOWER |               - |TM28 GROWL |               - |TM30 SCRATCH |             - |          - |              - |TM34 CROSS CHOP |             - |               - |             - |               - |TM39 PURSUIT |          - |            - |              - |TM43 LOVELY KISS |TM44 RAGE |TM45 FORESIGHT |TM46 AURORA BEAM |         - |                - |              - |TM50 COUNTER |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
 57 PRIMEAPE      |           - |TM02 BEAT UP |TM03 LOW KICK |           - |              - |               - |                - |              - |TM09 RECOVER |TM10 REFLECT |TM11 VITAL THROW |TM12 STOMP |             - |                - |TM15 PERISH SONG |TM16 RETURN |TM17 CURSE |              - |TM19 AGILITY |             - |              - |TM22 RAZOR WIND |TM23 ABSORB |          - |TM25 SING |TM26 ANCIENTPOWER |               - |         - |               - |TM30 SCRATCH |TM31 MAGNITUDE |TM32 HARDEN |              - |TM34 CROSS CHOP |             - |               - |             - |               - |           - |TM40 ENCORE |            - |              - |               - |TM44 RAGE |             - |               - |TM47 SWIFT |                - |TM49 DRILL PECK |TM50 COUNTER |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
 58 GROWLITHE     |           - |           - |            - |           - |              - |TM06 FLAME WHEEL |                - |              - |           - |           - |               - |         - |             - |                - |               - |          - |         - |              - |TM19 AGILITY |             - |              - |              - |TM23 ABSORB |          - |        - |                - |               - |         - |               - |           - |TM31 MAGNITUDE |TM32 HARDEN |TM33 DOUBLESLAP |              - |TM35 FIRE SPIN |               - |             - |               - |TM39 PURSUIT |          - |            - |TM42 HORN DRILL |               - |TM44 RAGE |             - |               - |         - |                - |              - |TM50 COUNTER |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
 59 ARCANINE      |           - |           - |            - |           - |              - |TM06 FLAME WHEEL |                - |              - |           - |           - |               - |         - |             - |TM14 HIDDEN POWER |               - |TM16 RETURN |         - |              - |           - |             - |              - |              - |          - |          - |        - |                - |               - |TM28 GROWL |               - |TM30 SCRATCH |TM31 MAGNITUDE |          - |TM33 DOUBLESLAP |TM34 CROSS CHOP |TM35 FIRE SPIN |               - |TM37 VINE WHIP |TM38 STRING SHOT |           - |          - |            - |TM42 HORN DRILL |               - |TM44 RAGE |             - |               - |TM47 SWIFT |                - |              - |           - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
 60 POLIWAG       |           - |TM02 BEAT UP |            - |TM04 PSYWAVE |              - |               - |TM07 THUNDERPUNCH |TM08 HYDRO PUMP |           - |           - |               - |         - |TM13 OCTAZOOKA |TM14 HIDDEN POWER |TM15 PERISH SONG |TM16 RETURN |         - |              - |TM19 AGILITY |TM20 WATER GUN |              - |              - |TM23 ABSORB |          - |TM25 SING |                - |               - |         - |               - |TM30 SCRATCH |TM31 MAGNITUDE |TM32 HARDEN |TM33 DOUBLESLAP |              - |             - |TM36 THUNDERBOLT |             - |               - |TM39 PURSUIT |          - |TM41 WITHDRAW |TM42 HORN DRILL |               - |TM44 RAGE |TM45 FORESIGHT |               - |TM47 SWIFT |                - |              - |TM50 COUNTER |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
 61 POLIWHIRL     |           - |           - |TM03 LOW KICK |           - |              - |               - |                - |TM08 HYDRO PUMP |TM09 RECOVER |           - |               - |         - |TM13 OCTAZOOKA |TM14 HIDDEN POWER |               - |TM16 RETURN |TM17 CURSE |              - |TM19 AGILITY |TM20 WATER GUN |TM21 SWEET KISS |TM22 RAZOR WIND |          - |          - |        - |                - |               - |TM28 GROWL |               - |TM30 SCRATCH |             - |TM32 HARDEN |TM33 DOUBLESLAP |              - |             - |TM36 THUNDERBOLT |TM37 VINE WHIP |               - |           - |TM40 ENCORE |TM41 WITHDRAW |TM42 HORN DRILL |TM43 LOVELY KISS |TM44 RAGE |TM45 FORESIGHT |               - |         - |                - |              - |           - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
 62 POLIWRATH     |           - |           - |TM03 LOW KICK |           - |              - |               - |                - |TM08 HYDRO PUMP |           - |           - |TM11 VITAL THROW |         - |             - |                - |TM15 PERISH SONG |          - |         - |TM18 PAIN SPLIT |           - |TM20 WATER GUN |TM21 SWEET KISS |TM22 RAZOR WIND |          - |          - |        - |                - |TM27 COMET PUNCH |         - |TM29 NIGHT SHADE |           - |             - |          - |TM33 DOUBLESLAP |TM34 CROSS CHOP |             - |TM36 THUNDERBOLT |             - |               - |           - |TM40 ENCORE |TM41 WITHDRAW |TM42 HORN DRILL |               - |TM44 RAGE |             - |               - |         - |                - |              - |TM50 COUNTER |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
 63 ABRA          |TM01 ROLLOUT |           - |TM03 LOW KICK |           - |TM05 GIGA DRAIN |               - |                - |              - |           - |TM10 REFLECT |               - |         - |             - |TM14 HIDDEN POWER |TM15 PERISH SONG |          - |TM17 CURSE |TM18 PAIN SPLIT |TM19 AGILITY |             - |TM21 SWEET KISS |              - |          - |TM24 CRUNCH |TM25 SING |                - |TM27 COMET PUNCH |TM28 GROWL |TM29 NIGHT SHADE |TM30 SCRATCH |             - |TM32 HARDEN |TM33 DOUBLESLAP |              - |             - |               - |             - |               - |           - |          - |            - |              - |               - |        - |             - |               - |TM47 SWIFT |                - |              - |           - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
 64 KADABRA       |           - |           - |TM03 LOW KICK |TM04 PSYWAVE |              - |               - |                - |              - |TM09 RECOVER |TM10 REFLECT |               - |         - |             - |                - |               - |TM16 RETURN |         - |TM18 PAIN SPLIT |           - |TM20 WATER GUN |              - |              - |          - |          - |        - |                - |TM27 COMET PUNCH |TM28 GROWL |               - |           - |TM31 MAGNITUDE |          - |              - |TM34 CROSS CHOP |             - |TM36 THUNDERBOLT |             - |               - |           - |TM40 ENCORE |            - |              - |TM43 LOVELY KISS |        - |             - |               - |TM47 SWIFT |                - |TM49 DRILL PECK |TM50 COUNTER |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
 65 ALAKAZAM      |           - |           - |TM03 LOW KICK |TM04 PSYWAVE |              - |               - |                - |              - |TM09 RECOVER |TM10 REFLECT |               - |         - |             - |TM14 HIDDEN POWER |               - |TM16 RETURN |         - |              - |TM19 AGILITY |TM20 WATER GUN |              - |TM22 RAZOR WIND |          - |          - |TM25 SING |                - |               - |         - |               - |           - |             - |TM32 HARDEN |              - |TM34 CROSS CHOP |TM35 FIRE SPIN |               - |TM37 VINE WHIP |               - |TM39 PURSUIT |          - |            - |TM42 HORN DRILL |               - |TM44 RAGE |TM45 FORESIGHT |TM46 AURORA BEAM |TM47 SWIFT |TM48 POISON STING |              - |TM50 COUNTER |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
 66 MACHOP        |           - |           - |TM03 LOW KICK |           - |TM05 GIGA DRAIN |TM06 FLAME WHEEL |                - |              - |TM09 RECOVER |           - |TM11 VITAL THROW |TM12 STOMP |             - |                - |               - |          - |TM17 CURSE |              - |           - |             - |TM21 SWEET KISS |              - |TM23 ABSORB |          - |TM25 SING |                - |TM27 COMET PUNCH |         - |               - |TM30 SCRATCH |             - |TM32 HARDEN |TM33 DOUBLESLAP |TM34 CROSS CHOP |             - |TM36 THUNDERBOLT |             - |               - |           - |          - |            - |              - |               - |TM44 RAGE |TM45 FORESIGHT |TM46 AURORA BEAM |         - |TM48 POISON STING |TM49 DRILL PECK |TM50 COUNTER |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
 67 MACHOKE       |           - |           - |TM03 LOW KICK |           - |              - |               - |                - |              - |TM09 RECOVER |           - |TM11 VITAL THROW |TM12 STOMP |TM13 OCTAZOOKA |TM14 HIDDEN POWER |               - |          - |         - |              - |           - |             - |TM21 SWEET KISS |TM22 RAZOR WIND |          - |TM24 CRUNCH |TM25 SING |                - |               - |         - |               - |           - |TM31 MAGNITUDE |          - |              - |TM34 CROSS CHOP |TM35 FIRE SPIN |               - |             - |               - |           - |          - |            - |TM42 HORN DRILL |TM43 LOVELY KISS |TM44 RAGE |TM45 FORESIGHT |TM46 AURORA BEAM |         - |                - |              - |TM50 COUNTER |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
 68 MACHAMP       |           - |TM02 BEAT UP |TM03 LOW KICK |TM04 PSYWAVE |              - |               - |                - |              - |TM09 RECOVER |TM10 REFLECT |TM11 VITAL THROW |TM12 STOMP |             - |                - |               - |TM16 RETURN |         - |TM18 PAIN SPLIT |           - |TM20 WATER GUN |TM21 SWEET KISS |              - |          - |TM24 CRUNCH |TM25 SING |                - |TM27 COMET PUNCH |         - |               - |TM30 SCRATCH |             - |TM32 HARDEN |TM33 DOUBLESLAP |TM34 CROSS CHOP |TM35 FIRE SPIN |               - |TM37 VINE WHIP |               - |           - |          - |TM41 WITHDRAW |TM42 HORN DRILL |               - |TM44 RAGE |TM45 FORESIGHT |               - |TM47 SWIFT |TM48 POISON STING |TM49 DRILL PECK |TM50 COUNTER |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
 69 BELLSPROUT    |TM01 ROLLOUT |           - |            - |           - |TM05 GIGA DRAIN |               - |                - |              - |           - |           - |               - |TM12 STOMP |TM13 OCTAZOOKA |                - |               - |          - |         - |TM18 PAIN SPLIT |           - |TM20 WATER GUN |              - |              - |TM23 ABSORB |TM24 CRUNCH |TM25 SING |                - |               - |TM28 GROWL |               - |           - |             - |TM32 HARDEN |              - |              - |             - |TM36 THUNDERBOLT |TM37 VINE WHIP |TM38 STRING SHOT |TM39 PURSUIT |TM40 ENCORE |            - |              - |               - |        - |             - |               - |         - |TM48 POISON STING |              - |TM50 COUNTER |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
 70 WEEPINBELL    |TM01 ROLLOUT |           - |            - |           - |TM05 GIGA DRAIN |               - |                - |              - |           - |TM10 REFLECT |               - |TM12 STOMP |TM13 OCTAZOOKA |                - |TM15 PERISH SONG |TM16 RETURN |         - |TM18 PAIN SPLIT |           - |             - |TM21 SWEET KISS |TM22 RAZOR WIND |TM23 ABSORB |          - |        - |                - |TM27 COMET PUNCH |         - |               - |           - |             - |          - |TM33 DOUBLESLAP |              - |             - |               - |TM37 VINE WHIP |               - |           - |TM40 ENCORE |TM41 WITHDRAW |TM42 HORN DRILL |               - |        - |TM45 FORESIGHT |               - |         - |                - |              - |           - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
 71 VICTREEBEL    |           - |           - |            - |           - |TM05 GIGA DRAIN |TM06 FLAME WHEEL |                - |TM08 HYDRO PUMP |           - |           - |               - |         - |             - |TM14 HIDDEN POWER |TM15 PERISH SONG |TM16 RETURN |         - |              - |           - |             - |              - |              - |TM23 ABSORB |          - |TM25 SING |                - |TM27 COMET PUNCH |TM28 GROWL |               - |           - |TM31 MAGNITUDE |TM32 HARDEN |              - |TM34 CROSS CHOP |             - |               - |TM37 VINE WHIP |               - |           - |TM40 ENCORE |            - |TM42 HORN DRILL |TM43 LOVELY KISS |        - |TM45 FORESIGHT |TM46 AURORA BEAM |         - |TM48 POISON STING |              - |           - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
 72 TENTACOOL     |           - |           - |            - |           - |              - |TM06 FLAME WHEEL |                - |TM08 HYDRO PUMP |TM09 RECOVER |           - |               - |         - |TM13 OCTAZOOKA |TM14 HIDDEN POWER |TM15 PERISH SONG |TM16 RETURN |         - |              - |           - |TM20 WATER GUN |              - |TM22 RAZOR WIND |          - |          - |        - |                - |TM27 COMET PUNCH |TM28 GROWL |               - |TM30 SCRATCH |             - |          - |TM33 DOUBLESLAP |              - |             - |               - |             - |               - |           - |          - |TM41 WITHDRAW |TM42 HORN DRILL |               - |TM44 RAGE |TM45 FORESIGHT |TM46 AURORA BEAM |         - |TM48 POISON STING |              - |           - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
 73 TENTACRUEL    |TM01 ROLLOUT |           - |TM03 LOW KICK |           - |TM05 GIGA DRAIN |               - |TM07 THUNDERPUNCH |TM08 HYDRO PUMP |           - |           - |TM11 VITAL THROW |TM12 STOMP |TM13 OCTAZOOKA |TM14 HIDDEN POWER |               - |          - |         - |TM18 PAIN SPLIT |           - |TM20 WATER GUN |              - |              - |          - |          - |        - |TM26 ANCIENTPOWER |               - |TM28 GROWL |               - |TM30 SCRATCH |             - |TM32 HARDEN |TM33 DOUBLESLAP |              - |             - |               - |TM37 VINE WHIP |               - |           - |          - |            - |TM42 HORN DRILL |               - |TM44 RAGE |             - |TM46 AURORA BEAM |TM47 SWIFT |TM48 POISON STING |TM49 DRILL PECK |           - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
 74 GEODUDE       |TM01 ROLLOUT |TM02 BEAT UP |TM03 LOW KICK |           - |              - |TM06 FLAME WHEEL |                - |              - |           - |           - |               - |         - |             - |TM14 HIDDEN POWER |               - |TM16 RETURN |TM17 CURSE |              - |           - |             - |TM21 SWEET KISS |TM22 RAZOR WIND |          - |          - |TM25 SING |TM26 ANCIENTPOWER |               - |         - |TM29 NIGHT SHADE |TM30 SCRATCH |TM31 MAGNITUDE |TM32 HARDEN |              - |              - |             - |               - |TM37 VINE WHIP |               - |           - |TM40 ENCORE |            - |TM42 HORN DRILL |TM43 LOVELY KISS |TM44 RAGE |             - |               - |         - |TM48 POISON STING |              - |TM50 COUNTER |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
 75 GRAVELER      |TM01 ROLLOUT |TM02 BEAT UP |            - |           - |              - |               - |                - |              - |           - |TM10 REFLECT |               - |         - |             - |                - |               - |          - |TM17 CURSE |TM18 PAIN SPLIT |           - |TM20 WATER GUN |TM21 SWEET KISS |TM22 RAZOR WIND |          - |          - |        - |TM26 ANCIENTPOWER |TM27 COMET PUNCH |         - |               - |TM30 SCRATCH |TM31 MAGNITUDE |TM32 HARDEN |TM33 DOUBLESLAP |              - |             - |TM36 THUNDERBOLT |             - |               - |           - |TM40 ENCORE |TM41 WITHDRAW |              - |TM43 LOVELY KISS |TM44 RAGE |             - |               - |TM47 SWIFT |                - |TM49 DRILL PECK |           - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
 76 GOLEM         |TM01 ROLLOUT |           - |            - |TM04 PSYWAVE |              - |               - |                - |              - |TM09 RECOVER |           - |               - |TM12 STOMP |             - |TM14 HIDDEN POWER |               - |TM16 RETURN |TM17 CURSE |TM18 PAIN SPLIT |           - |             - |TM21 SWEET KISS |TM22 RAZOR WIND |          - |          - |TM25 SING |TM26 ANCIENTPOWER |TM27 COMET PUNCH |         - |               - |           - |TM31 MAGNITUDE |TM32 HARDEN |TM33 DOUBLESLAP |              - |             - |TM36 THUNDERBOLT |TM37 VINE WHIP |               - |           - |TM40 ENCORE |TM41 WITHDRAW |TM42 HORN DRILL |               - |TM44 RAGE |TM45 FORESIGHT |               - |         - |                - |              - |TM50 COUNTER |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
 77 PONYTA        |           - |TM02 BEAT UP |TM03 LOW KICK |           - |              - |TM06 FLAME WHEEL |                - |TM08 HYDRO PUMP |           - |           - |               - |TM12 STOMP |             - |TM14 HIDDEN POWER |               - |TM16 RETURN |         - |TM18 PAIN SPLIT |TM19 AGILITY |             - |TM21 SWEET KISS |              - |TM23 ABSORB |          - |TM25 SING |                - |               - |TM28 GROWL |               - |           - |             - |TM32 HARDEN |TM33 DOUBLESLAP |TM34 CROSS CHOP |TM35 FIRE SPIN |               - |             - |               - |           - |TM40 ENCORE |            - |TM42 HORN DRILL |TM43 LOVELY KISS |TM44 RAGE |TM45 FORESIGHT |TM46 AURORA BEAM |         - |                - |TM49 DRILL PECK |           - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
 78 RAPIDASH      |           - |TM02 BEAT UP |            - |TM04 PSYWAVE |              - |TM06 FLAME WHEEL |TM07 THUNDERPUNCH |              - |TM09 RECOVER |           - |               - |TM12 STOMP |             - |                - |               - |          - |         - |TM18 PAIN SPLIT |TM19 AGILITY |             - |TM21 SWEET KISS |              - |          - |          - |TM25 SING |                - |               - |TM28 GROWL |               - |           - |             - |TM32 HARDEN |              - |TM34 CROSS CHOP |TM35 FIRE SPIN |               - |             - |TM38 STRING SHOT |           - |          - |TM41 WITHDRAW |              - |TM43 LOVELY KISS |        - |             - |               - |         - |                - |              - |           - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
 79 SLOWPOKE      |           - |TM02 BEAT UP |            - |TM04 PSYWAVE |TM05 GIGA DRAIN |               - |                - |TM08 HYDRO PUMP |TM09 RECOVER |TM10 REFLECT |               - |TM12 STOMP |             - |                - |               - |TM16 RETURN |TM17 CURSE |TM18 PAIN SPLIT |TM19 AGILITY |TM20 WATER GUN |TM21 SWEET KISS |TM22 RAZOR WIND |          - |          - |TM25 SING |TM26 ANCIENTPOWER |TM27 COMET PUNCH |TM28 GROWL |               - |           - |             - |TM32 HARDEN |              - |TM34 CROSS CHOP |             - |TM36 THUNDERBOLT |             - |               - |           - |TM40 ENCORE |TM41 WITHDRAW |              - |TM43 LOVELY KISS |        - |TM45 FORESIGHT |TM46 AURORA BEAM |TM47 SWIFT |                - |TM49 DRILL PECK |           - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
 80 SLOWBRO       |           - |           - |            - |TM04 PSYWAVE |              - |TM06 FLAME WHEEL |                - |TM08 HYDRO PUMP |TM09 RECOVER |TM10 REFLECT |TM11 VITAL THROW |         - |TM13 OCTAZOOKA |                - |               - |          - |TM17 CURSE |TM18 PAIN SPLIT |TM19 AGILITY |TM20 WATER GUN |              - |              - |          - |          - |TM25 SING |TM26 ANCIENTPOWER |               - |TM28 GROWL |               - |           - |             - |          - |              - |TM34 CROSS CHOP |             - |               - |TM37 VINE WHIP |               - |TM39 PURSUIT |TM40 ENCORE |TM41 WITHDRAW |TM42 HORN DRILL |               - |TM44 RAGE |             - |               - |         - |                - |TM49 DRILL PECK |           - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
 81 MAGNEMITE     |           - |           - |            - |           - |              - |               - |TM07 THUNDERPUNCH |TM08 HYDRO PUMP |           - |           - |               - |         - |TM13 OCTAZOOKA |TM14 HIDDEN POWER |               - |          - |TM17 CURSE |TM18 PAIN SPLIT |           - |             - |              - |              - |TM23 ABSORB |          - |TM25 SING |TM26 ANCIENTPOWER |               - |         - |               - |TM30 SCRATCH |             - |          - |              - |              - |TM35 FIRE SPIN |               - |             - |               - |TM39 PURSUIT |          - |            - |              - |TM43 LOVELY KISS |TM44 RAGE |TM45 FORESIGHT |               - |TM47 SWIFT |                - |              - |           - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
