Randomizer Version: 4.6.1
Random Seed: 208514066509506
Settings String: 322IwgkEQIBAAQABwAEAAKoJBkCKgEAFAAVCQABAAAAAAMAAAAIMgQyAQAICTIHBwAyAAIQElBva2Vtb24gT21lZ2EgUnVieW+FdYfjwziK

--Move Updates--
Made RAZOR WIND have 100% accuracy
Made SWORDS DANCE have 20 PP
Made FLY have 90 power
Made BIND have 85% accuracy
Made VINE WHIP have 45 power and 25 PP
Made JUMP KICK have 100 power and 10 PP
Made TACKLE have 40 power and 100% accuracy
Made WRAP have 90% accuracy
Made THRASH have 120 power and 10 PP
Made PIN MISSILE have 25 power and 95% accuracy
Made DISABLE have 100% accuracy
Made FLAMETHROWER have 90 power
Made HYDRO PUMP have 110 power
Made SURF have 90 power
Made ICE BEAM have 90 power
Made BLIZZARD have 110 power
Made SUBMISSION have 20 PP
Made LOW KICK have 100% accuracy
Made ABSORB have 25 PP
Made MEGA DRAIN have 15 PP
Made GROWTH have 20 PP
Made PETAL DANCE have 120 power and 10 PP
Made FIRE SPIN have 35 power and 85% accuracy
Made THUNDERBOLT have 90 power
Made THUNDER WAVE have 90% accuracy
Made THUNDER have 110 power
Made DIG have 80 power
Made TOXIC have 90% accuracy
Made RECOVER have 10 PP
Made MINIMIZE have 10 PP
Made BARRIER have 20 PP
Made LICK have 30 power
Made SMOG have 30 power
Made FIRE BLAST have 110 power
Made CLAMP have 15 PP and 85% accuracy
Made SKULL BASH have 130 power and 10 PP
Made HI JUMP KICK have 130 power and 10 PP
Made GLARE have 100% accuracy
Made POISON GAS have 90% accuracy
Made LEECH LIFE have 80 power and 10 PP
Made BUBBLE have 40 power
Made FLASH have 100% accuracy
Made PSYWAVE have 100% accuracy
Made ACID ARMOR have 20 PP
Made CRABHAMMER have 100 power and 90% accuracy
Made THIEF have 60 power and 25 PP
Made SNORE have 50 power
Made CURSE be GHOST-type
Made COTTON SPORE have 100% accuracy
Made SCARY FACE have 100% accuracy
Made ZAP CANNON have 120 power
Made BONE RUSH have 90% accuracy
Made OUTRAGE have 120 power and 10 PP
Made GIGA DRAIN have 75 power and 10 PP
Made SWAGGER have 85% accuracy
Made FURY CUTTER have 40 power
Made FUTURE SIGHT have 120 power, 10 PP and 100% accuracy
Made ROCK SMASH have 40 power
Made WHIRLPOOL have 35 power and 85% accuracy

--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF|SATK|SDEF| SPD|ITEM
 72 TENTACOOL     |TM01 MINIMIZE |               - |          - |TM04 HEADBUTT |TM05 HARDEN |                - |TM07 MEAN LOOK |TM08 CRABHAMMER |            - |TM10 VICEGRIP |TM11 POWDER SNOW |TM12 BUBBLE |TM13 RAIN DANCE |         - |TM15 TWISTER |            - |TM17 DOUBLE TEAM |              - |             - |          - |TM21 PRESENT |               - |TM23 SNORE |               - |          - |             - |TM27 NIGHT SHADE |TM28 LOVELY KISS |TM29 SMOKESCREEN |              - |            - |TM32 EGG BOMB |               - |TM34 SWAGGER |TM35 SHADOW BALL |              - |TM37 FISSURE |              - |             - |TM40 SPLASH |TM41 SLAM |TM42 GROWL |TM43 SWIFT |              - |                - |              - |              - |               - |                - |TM50 MEDITATE |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
 73 TENTACRUEL    |            - |               - |          - |            - |TM05 HARDEN |                - |TM07 MEAN LOOK |TM08 CRABHAMMER |            - |TM10 VICEGRIP |TM11 POWDER SNOW |TM12 BUBBLE |TM13 RAIN DANCE |         - |TM15 TWISTER |            - |               - |              - |             - |          - |TM21 PRESENT |               - |TM23 SNORE |               - |          - |             - |               - |               - |TM29 SMOKESCREEN |TM30 PAIN SPLIT |            - |            - |               - |           - |               - |              - |           - |              - |             - |TM40 SPLASH |        - |         - |TM43 SWIFT |              - |                - |TM46 TRI ATTACK |TM47 GUILLOTINE |               - |TM49 SELFDESTRUCT |            - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
 74 GEODUDE       |TM01 MINIMIZE |               - |          - |TM04 HEADBUTT |TM05 HARDEN |TM06 QUICK ATTACK |             - |              - |TM09 MEGAHORN |            - |               - |TM12 BUBBLE |              - |TM14 FLAIL |           - |            - |               - |              - |             - |TM20 SPIKES |TM21 PRESENT |TM22 DOUBLE KICK |         - |               - |          - |TM26 JUMP KICK |               - |               - |               - |              - |            - |TM32 EGG BOMB |TM33 PERISH SONG |TM34 SWAGGER |               - |              - |TM37 FISSURE |              - |TM39 NIGHTMARE |TM40 SPLASH |        - |TM42 GROWL |         - |              - |                - |TM46 TRI ATTACK |TM47 GUILLOTINE |               - |TM49 SELFDESTRUCT |            - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
 75 GRAVELER      |            - |TM02 FLAME WHEEL |          - |            - |TM05 HARDEN |                - |TM07 MEAN LOOK |              - |            - |TM10 VICEGRIP |               - |          - |              - |TM14 FLAIL |TM15 TWISTER |TM16 TELEPORT |TM17 DOUBLE TEAM |              - |             - |TM20 SPIKES |           - |               - |         - |TM24 PETAL DANCE |TM25 DETECT |             - |               - |TM28 LOVELY KISS |TM29 SMOKESCREEN |              - |            - |TM32 EGG BOMB |TM33 PERISH SONG |TM34 SWAGGER |               - |TM36 SKY ATTACK |           - |TM38 MILK DRINK |             - |TM40 SPLASH |        - |         - |         - |              - |                - |              - |              - |               - |TM49 SELFDESTRUCT |            - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
 76 GOLEM         |            - |TM02 FLAME WHEEL |          - |TM04 HEADBUTT |TM05 HARDEN |TM06 QUICK ATTACK |TM07 MEAN LOOK |              - |            - |TM10 VICEGRIP |               - |TM12 BUBBLE |              - |         - |TM15 TWISTER |TM16 TELEPORT |               - |              - |TM19 TWINEEDLE |TM20 SPIKES |TM21 PRESENT |               - |         - |               - |          - |TM26 JUMP KICK |               - |TM28 LOVELY KISS |TM29 SMOKESCREEN |TM30 PAIN SPLIT |TM31 REVERSAL |TM32 EGG BOMB |               - |           - |               - |              - |TM37 FISSURE |TM38 MILK DRINK |             - |TM40 SPLASH |TM41 SLAM |TM42 GROWL |TM43 SWIFT |              - |                - |TM46 TRI ATTACK |TM47 GUILLOTINE |               - |TM49 SELFDESTRUCT |            - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
 77 PONYTA        |            - |TM02 FLAME WHEEL |          - |            - |TM05 HARDEN |TM06 QUICK ATTACK |TM07 MEAN LOOK |              - |            - |TM10 VICEGRIP |               - |          - |              - |         - |           - |TM16 TELEPORT |TM17 DOUBLE TEAM |              - |TM19 TWINEEDLE |          - |TM21 PRESENT |TM22 DOUBLE KICK |TM23 SNORE |               - |          - |             - |               - |               - |TM29 SMOKESCREEN |              - |            - |TM32 EGG BOMB |               - |           - |               - |TM36 SKY ATTACK |           - |              - |             - |TM40 SPLASH |TM41 SLAM |TM42 GROWL |TM43 SWIFT |              - |                - |              - |TM47 GUILLOTINE |TM48 MIRROR MOVE |TM49 SELFDESTRUCT |            - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
 78 RAPIDASH      |TM01 MINIMIZE |TM02 FLAME WHEEL |          - |            - |TM05 HARDEN |TM06 QUICK ATTACK |             - |              - |            - |            - |               - |          - |              - |TM14 FLAIL |           - |            - |TM17 DOUBLE TEAM |              - |             - |          - |TM21 PRESENT |               - |         - |               - |          - |             - |               - |TM28 LOVELY KISS |               - |              - |            - |TM32 EGG BOMB |               - |TM34 SWAGGER |TM35 SHADOW BALL |              - |           - |TM38 MILK DRINK |             - |TM40 SPLASH |        - |TM42 GROWL |         - |              - |                - |TM46 TRI ATTACK |TM47 GUILLOTINE |               - |                - |            - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
 79 SLOWPOKE      |TM01 MINIMIZE |TM02 FLAME WHEEL |          - |TM04 HEADBUTT |          - |                - |TM07 MEAN LOOK |TM08 CRABHAMMER |            - |TM10 VICEGRIP |               - |TM12 BUBBLE |TM13 RAIN DANCE |         - |           - |            - |TM17 DOUBLE TEAM |              - |             - |TM20 SPIKES |           - |               - |         - |               - |TM25 DETECT |             - |               - |TM28 LOVELY KISS |TM29 SMOKESCREEN |              - |            - |            - |TM33 PERISH SONG |           - |               - |TM36 SKY ATTACK |           - |              - |             - |          - |TM41 SLAM |TM42 GROWL |TM43 SWIFT |TM44 STEEL WING |                - |TM46 TRI ATTACK |              - |               - |TM49 SELFDESTRUCT |TM50 MEDITATE |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
 80 SLOWBRO       |            - |               - |TM03 ABSORB |TM04 HEADBUTT |TM05 HARDEN |TM06 QUICK ATTACK |TM07 MEAN LOOK |TM08 CRABHAMMER |            - |TM10 VICEGRIP |               - |TM12 BUBBLE |TM13 RAIN DANCE |TM14 FLAIL |           - |TM16 TELEPORT |               - |              - |             - |          - |           - |               - |         - |               - |          - |TM26 JUMP KICK |TM27 NIGHT SHADE |               - |               - |              - |TM31 REVERSAL |            - |TM33 PERISH SONG |TM34 SWAGGER |               - |TM36 SKY ATTACK |           - |              - |TM39 NIGHTMARE |TM40 SPLASH |TM41 SLAM |TM42 GROWL |TM43 SWIFT |              - |                - |              - |TM47 GUILLOTINE |               - |                - |TM50 MEDITATE |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
 81 MAGNEMITE     |            - |               - |TM03 ABSORB |TM04 HEADBUTT |TM05 HARDEN |                - |TM07 MEAN LOOK |              - |TM09 MEGAHORN |TM10 VICEGRIP |               - |          - |              - |         - |           - |TM16 TELEPORT |TM17 DOUBLE TEAM |              - |             - |          - |           - |               - |TM23 SNORE |TM24 PETAL DANCE |TM25 DETECT |TM26 JUMP KICK |               - |TM28 LOVELY KISS |               - |              - |            - |            - |               - |TM34 SWAGGER |               - |              - |TM37 FISSURE |              - |             - |          - |        - |         - |TM43 SWIFT |TM44 STEEL WING |TM45 DESTINY BOND |              - |              - |               - |TM49 SELFDESTRUCT |            - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
 82 MAGNETON      |TM01 MINIMIZE |               - |          - |TM04 HEADBUTT |          - |                - |TM07 MEAN LOOK |              - |            - |            - |               - |          - |              - |TM14 FLAIL |           - |TM16 TELEPORT |               - |              - |TM19 TWINEEDLE |          - |TM21 PRESENT |TM22 DOUBLE KICK |         - |               - |TM25 DETECT |             - |TM27 NIGHT SHADE |               - |               - |              - |            - |TM32 EGG BOMB |TM33 PERISH SONG |TM34 SWAGGER |TM35 SHADOW BALL |              - |TM37 FISSURE |              - |             - |          - |TM41 SLAM |TM42 GROWL |TM43 SWIFT |TM44 STEEL WING |TM45 DESTINY BOND |              - |TM47 GUILLOTINE |               - |TM49 SELFDESTRUCT |            - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
 83 FARFETCH'D    |TM01 MINIMIZE |TM02 FLAME WHEEL |          - |TM04 HEADBUTT |TM05 HARDEN |TM06 QUICK ATTACK |TM07 MEAN LOOK |TM08 CRABHAMMER |            - |TM10 VICEGRIP |               - |TM12 BUBBLE |              - |TM14 FLAIL |TM15 TWISTER |TM16 TELEPORT |TM17 DOUBLE TEAM |TM18 LEECH LIFE |             - |          - |TM21 PRESENT |TM22 DOUBLE KICK |TM23 SNORE |TM24 PETAL DANCE |          - |TM26 JUMP KICK |               - |TM28 LOVELY KISS |TM29 SMOKESCREEN |TM30 PAIN SPLIT |            - |TM32 EGG BOMB |TM33 PERISH SONG |TM34 SWAGGER |               - |TM36 SKY ATTACK |           - |TM38 MILK DRINK |             - |TM40 SPLASH |TM41 SLAM |TM42 GROWL |TM43 SWIFT |              - |                - |TM46 TRI ATTACK |TM47 GUILLOTINE |TM48 MIRROR MOVE |TM49 SELFDESTRUCT |TM50 MEDITATE |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
 84 DODUO         |TM01 MINIMIZE |               - |          - |TM04 HEADBUTT |TM05 HARDEN |TM06 QUICK ATTACK |TM07 MEAN LOOK |              - |            - |            - |               - |          - |              - |TM14 FLAIL |TM15 TWISTER |            - |TM17 DOUBLE TEAM |              - |             - |          - |TM21 PRESENT |               - |TM23 SNORE |               - |TM25 DETECT |             - |               - |TM28 LOVELY KISS |TM29 SMOKESCREEN |TM30 PAIN SPLIT |            - |TM32 EGG BOMB |               - |TM34 SWAGGER |               - |TM36 SKY ATTACK |           - |TM38 MILK DRINK |             - |TM40 SPLASH |TM41 SLAM |TM42 GROWL |TM43 SWIFT |              - |TM45 DESTINY BOND |TM46 TRI ATTACK |TM47 GUILLOTINE |TM48 MIRROR MOVE |TM49 SELFDESTRUCT |            - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
 85 DODRIO        |TM01 MINIMIZE |               - |          - |TM04 HEADBUTT |TM05 HARDEN |TM06 QUICK ATTACK |TM07 MEAN LOOK |              - |            - |TM10 VICEGRIP |TM11 POWDER SNOW |          - |TM13 RAIN DANCE |TM14 FLAIL |           - |TM16 TELEPORT |TM17 DOUBLE TEAM |              - |             - |TM20 SPIKES |TM21 PRESENT |               - |TM23 SNORE |               - |          - |             - |               - |TM28 LOVELY KISS |TM29 SMOKESCREEN |TM30 PAIN SPLIT |            - |TM32 EGG BOMB |               - |TM34 SWAGGER |               - |TM36 SKY ATTACK |           - |TM38 MILK DRINK |             - |          - |TM41 SLAM |TM42 GROWL |TM43 SWIFT |TM44 STEEL WING |                - |TM46 TRI ATTACK |TM47 GUILLOTINE |TM48 MIRROR MOVE |                - |TM50 MEDITATE |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
 86 SEEL          |            - |               - |          - |TM04 HEADBUTT |TM05 HARDEN |TM06 QUICK ATTACK |TM07 MEAN LOOK |TM08 CRABHAMMER |            - |            - |TM11 POWDER SNOW |TM12 BUBBLE |TM13 RAIN DANCE |TM14 FLAIL |           - |            - |TM17 DOUBLE TEAM |TM18 LEECH LIFE |TM19 TWINEEDLE |          - |TM21 PRESENT |               - |TM23 SNORE |               - |          - |             - |               - |               - |TM29 SMOKESCREEN |TM30 PAIN SPLIT |            - |TM32 EGG BOMB |TM33 PERISH SONG |TM34 SWAGGER |TM35 SHADOW BALL |TM36 SKY ATTACK |           - |              - |             - |TM40 SPLASH |        - |TM42 GROWL |TM43 SWIFT |TM44 STEEL WING |                - |              - |TM47 GUILLOTINE |TM48 MIRROR MOVE |TM49 SELFDESTRUCT |            - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
 87 DEWGONG       |TM01 MINIMIZE |               - |TM03 ABSORB |TM04 HEADBUTT |TM05 HARDEN |TM06 QUICK ATTACK |             - |TM08 CRABHAMMER |            - |            - |TM11 POWDER SNOW |TM12 BUBBLE |TM13 RAIN DANCE |TM14 FLAIL |TM15 TWISTER |            - |               - |              - |             - |          - |TM21 PRESENT |               - |TM23 SNORE |               - |          - |             - |               - |               - |               - |TM30 PAIN SPLIT |            - |TM32 EGG BOMB |               - |TM34 SWAGGER |               - |TM36 SKY ATTACK |           - |              - |             - |          - |TM41 SLAM |TM42 GROWL |         - |              - |                - |TM46 TRI ATTACK |TM47 GUILLOTINE |               - |TM49 SELFDESTRUCT |TM50 MEDITATE |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
 88 GRIMER        |TM01 MINIMIZE |               - |          - |TM04 HEADBUTT |TM05 HARDEN |TM06 QUICK ATTACK |TM07 MEAN LOOK |              - |            - |            - |               - |          - |              - |         - |           - |TM16 TELEPORT |TM17 DOUBLE TEAM |              - |             - |          - |TM21 PRESENT |               - |TM23 SNORE |               - |TM25 DETECT |             - |               - |TM28 LOVELY KISS |TM29 SMOKESCREEN |TM30 PAIN SPLIT |TM31 REVERSAL |            - |TM33 PERISH SONG |TM34 SWAGGER |               - |TM36 SKY ATTACK |TM37 FISSURE |TM38 MILK DRINK |             - |          - |        - |         - |         - |TM44 STEEL WING |                - |              - |              - |               - |TM49 SELFDESTRUCT |            - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
 89 MUK           |TM01 MINIMIZE |TM02 FLAME WHEEL |          - |            - |TM05 HARDEN |TM06 QUICK ATTACK |TM07 MEAN LOOK |              - |            - |            - |               - |TM12 BUBBLE |TM13 RAIN DANCE |TM14 FLAIL |           - |TM16 TELEPORT |TM17 DOUBLE TEAM |TM18 LEECH LIFE |             - |          - |TM21 PRESENT |               - |TM23 SNORE |TM24 PETAL DANCE |TM25 DETECT |TM26 JUMP KICK |               - |               - |               - |TM30 PAIN SPLIT |            - |TM32 EGG BOMB |               - |           - |               - |              - |TM37 FISSURE |TM38 MILK DRINK |TM39 NIGHTMARE |          - |        - |TM42 GROWL |TM43 SWIFT |              - |                - |TM46 TRI ATTACK |              - |TM48 MIRROR MOVE |TM49 SELFDESTRUCT |            - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
 90 SHELLDER      |TM01 MINIMIZE |               - |          - |TM04 HEADBUTT |          - |                - |TM07 MEAN LOOK |TM08 CRABHAMMER |            - |            - |               - |          - |TM13 RAIN DANCE |TM14 FLAIL |           - |            - |               - |              - |TM19 TWINEEDLE |          - |           - |               - |         - |               - |TM25 DETECT |TM26 JUMP KICK |               - |               - |               - |              - |TM31 REVERSAL |            - |TM33 PERISH SONG |TM34 SWAGGER |               - |TM36 SKY ATTACK |           - |TM38 MILK DRINK |             - |TM40 SPLASH |        - |         - |TM43 SWIFT |              - |                - |              - |              - |               - |TM49 SELFDESTRUCT |TM50 MEDITATE |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
 91 CLOYSTER      |            - |TM02 FLAME WHEEL |TM03 ABSORB |TM04 HEADBUTT |TM05 HARDEN |TM06 QUICK ATTACK |TM07 MEAN LOOK |TM08 CRABHAMMER |TM09 MEGAHORN |TM10 VICEGRIP |TM11 POWDER SNOW |TM12 BUBBLE |              - |         - |           - |            - |               - |              - |             - |TM20 SPIKES |           - |               - |TM23 SNORE |               - |          - |             - |               - |               - |               - |TM30 PAIN SPLIT |            - |            - |TM33 PERISH SONG |           - |               - |              - |           - |TM38 MILK DRINK |TM39 NIGHTMARE |          - |        - |TM42 GROWL |         - |              - |TM45 DESTINY BOND |              - |              - |TM48 MIRROR MOVE |                - |            - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
 92 GASTLY        |            - |TM02 FLAME WHEEL |          - |TM04 HEADBUTT |          - |                - |TM07 MEAN LOOK |              - |TM09 MEGAHORN |            - |               - |          - |              - |         - |           - |            - |               - |              - |             - |          - |           - |               - |TM23 SNORE |               - |          - |             - |TM27 NIGHT SHADE |               - |TM29 SMOKESCREEN |              - |            - |            - |               - |TM34 SWAGGER |TM35 SHADOW BALL |              - |           - |              - |TM39 NIGHTMARE |TM40 SPLASH |TM41 SLAM |         - |         - |TM44 STEEL WING |TM45 DESTINY BOND |              - |              - |               - |TM49 SELFDESTRUCT |TM50 MEDITATE |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
 93 HAUNTER       |            - |               - |          - |TM04 HEADBUTT |TM05 HARDEN |TM06 QUICK ATTACK |TM07 MEAN LOOK |              - |TM09 MEGAHORN |TM10 VICEGRIP |               - |          - |TM13 RAIN DANCE |         - |           - |            - |TM17 DOUBLE TEAM |TM18 LEECH LIFE |TM19 TWINEEDLE |          - |           - |               - |         - |               - |          - |             - |TM27 NIGHT SHADE |TM28 LOVELY KISS |               - |              - |            - |            - |TM33 PERISH SONG |TM34 SWAGGER |TM35 SHADOW BALL |              - |           - |              - |TM39 NIGHTMARE |TM40 SPLASH |TM41 SLAM |         - |         - |              - |TM45 DESTINY BOND |TM46 TRI ATTACK |              - |TM48 MIRROR MOVE |                - |            - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
 94 GENGAR        |TM01 MINIMIZE |               - |          - |TM04 HEADBUTT |          - |TM06 QUICK ATTACK |TM07 MEAN LOOK |              - |            - |            - |               - |TM12 BUBBLE |              - |         - |TM15 TWISTER |            - |               - |              - |TM19 TWINEEDLE |          - |           - |               - |         - |TM24 PETAL DANCE |          - |             - |TM27 NIGHT SHADE |TM28 LOVELY KISS |               - |TM30 PAIN SPLIT |            - |TM32 EGG BOMB |               - |TM34 SWAGGER |TM35 SHADOW BALL |              - |TM37 FISSURE |TM38 MILK DRINK |TM39 NIGHTMARE |TM40 SPLASH |        - |         - |TM43 SWIFT |              - |TM45 DESTINY BOND |              - |TM47 GUILLOTINE |               - |TM49 SELFDESTRUCT |            - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
 95 ONIX          |            - |TM02 FLAME WHEEL |          - |            - |TM05 HARDEN |                - |             - |              - |            - |TM10 VICEGRIP |               - |          - |TM13 RAIN DANCE |         - |           - |            - |               - |              - |TM19 TWINEEDLE |TM20 SPIKES |           - |               - |TM23 SNORE |               - |          - |             - |TM27 NIGHT SHADE |               - |               - |TM30 PAIN SPLIT |            - |TM32 EGG BOMB |TM33 PERISH SONG |TM34 SWAGGER |               - |              - |TM37 FISSURE |TM38 MILK DRINK |             - |          - |TM41 SLAM |         - |TM43 SWIFT |              - |                - |              - |TM47 GUILLOTINE |               - |                - |            - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
 96 DROWZEE       |TM01 MINIMIZE |               - |          - |TM04 HEADBUTT |          - |                - |             - |              - |TM09 MEGAHORN |            - |               - |          - |TM13 RAIN DANCE |TM14 FLAIL |TM15 TWISTER |TM16 TELEPORT |               - |              - |TM19 TWINEEDLE |          - |TM21 PRESENT |               - |TM23 SNORE |               - |          - |             - |               - |TM28 LOVELY KISS |TM29 SMOKESCREEN |TM30 PAIN SPLIT |            - |            - |               - |           - |TM35 SHADOW BALL |              - |TM37 FISSURE |TM38 MILK DRINK |             - |          - |TM41 SLAM |         - |         - |TM44 STEEL WING |                - |              - |TM47 GUILLOTINE |               - |TM49 SELFDESTRUCT |TM50 MEDITATE |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
 97 HYPNO         |TM01 MINIMIZE |               - |TM03 ABSORB |TM04 HEADBUTT |          - |                - |TM07 MEAN LOOK |              - |            - |TM10 VICEGRIP |               - |TM12 BUBBLE |TM13 RAIN DANCE |TM14 FLAIL |TM15 TWISTER |TM16 TELEPORT |               - |TM18 LEECH LIFE |             - |          - |TM21 PRESENT |               - |TM23 SNORE |               - |TM25 DETECT |TM26 JUMP KICK |               - |TM28 LOVELY KISS |               - |TM30 PAIN SPLIT |            - |TM32 EGG BOMB |TM33 PERISH SONG |TM34 SWAGGER |TM35 SHADOW BALL |TM36 SKY ATTACK |           - |              - |             - |TM40 SPLASH |        - |         - |TM43 SWIFT |              - |TM45 DESTINY BOND |TM46 TRI ATTACK |              - |               - |TM49 SELFDESTRUCT |TM50 MEDITATE |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
 98 KRABBY        |            - |               - |          - |TM04 HEADBUTT |TM05 HARDEN |                - |             - |TM08 CRABHAMMER |            - |TM10 VICEGRIP |               - |TM12 BUBBLE |TM13 RAIN DANCE |TM14 FLAIL |           - |            - |TM17 DOUBLE TEAM |TM18 LEECH LIFE |TM19 TWINEEDLE |          - |TM21 PRESENT |               - |TM23 SNORE |               - |          - |             - |               - |TM28 LOVELY KISS |               - |TM30 PAIN SPLIT |            - |TM32 EGG BOMB |               - |TM34 SWAGGER |TM35 SHADOW BALL |              - |           - |              - |             - |TM40 SPLASH |        - |TM42 GROWL |         - |              - |                - |              - |TM47 GUILLOTINE |               - |                - |            - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
 99 KINGLER       |            - |TM02 FLAME WHEEL |          - |            - |TM05 HARDEN |TM06 QUICK ATTACK |TM07 MEAN LOOK |TM08 CRABHAMMER |TM09 MEGAHORN |TM10 VICEGRIP |               - |TM12 BUBBLE |TM13 RAIN DANCE |TM14 FLAIL |           - |            - |TM17 DOUBLE TEAM |TM18 LEECH LIFE |TM19 TWINEEDLE |          - |           - |               - |TM23 SNORE |               - |TM25 DETECT |TM26 JUMP KICK |               - |TM28 LOVELY KISS |TM29 SMOKESCREEN |TM30 PAIN SPLIT |            - |            - |TM33 PERISH SONG |TM34 SWAGGER |TM35 SHADOW BALL |              - |           - |TM38 MILK DRINK |             - |TM40 SPLASH |        - |         - |         - |              - |                - |              - |TM47 GUILLOTINE |TM48 MIRROR MOVE |                - |            - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
100 VOLTORB       |TM01 MINIMIZE |               - |          - |TM04 HEADBUTT |TM05 HARDEN |                - |TM07 MEAN LOOK |              - |TM09 MEGAHORN |TM10 VICEGRIP |TM11 POWDER SNOW |          - |              - |         - |           - |            - |TM17 DOUBLE TEAM |TM18 LEECH LIFE |             - |          - |TM21 PRESENT |TM22 DOUBLE KICK |         - |               - |TM25 DETECT |             - |TM27 NIGHT SHADE |TM28 LOVELY KISS |               - |TM30 PAIN SPLIT |TM31 REVERSAL |            - |               - |TM34 SWAGGER |               - |              - |           - |              - |             - |TM40 SPLASH |TM41 SLAM |         - |TM43 SWIFT |              - |                - |TM46 TRI ATTACK |TM47 GUILLOTINE |               - |TM49 SELFDESTRUCT |            - |HM01 CUT |HM02 FLY |HM03 SURF |HM04 STRENGTH |HM05 FLASH |HM06 WHIRLPOOL |HM07 WATERFALL |
